name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
52171-900,2023-01-08T12:00:00,28.7,31.1,21.2,63.6,0,0,,0,0,14.4,13,110,1015.1,83.9,15.2,1023,3.7,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T13:00:00,29,31.4,21,62.06,0,0,,0,0,15.1,16.6,100,1014,89,10,972,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T14:00:00,29,31.4,21,62.06,0,0,,0,0,14.8,14.8,90,1013,89,10,789,2.8,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T15:00:00,28.1,30.3,21.2,66.2,0,0,,0,0,14,13,100,1013.2,83.9,15.2,609,2.2,6,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T16:00:00,28,30.1,21,65.77,0,0,,0,0,14.4,14.8,110,1013,89,10,404,1.5,4,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T17:00:00,28,30.1,21,65.77,0,0,,0,0,14.8,13,100,1013,89,10,182,0.7,2,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-08T18:00:00,27.9,29.9,20.8,65.33,0,0,,0,0,15.1,11.2,90,1013.4,44.8,15.2,23,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T19:00:00,27,28.8,21,69.74,0,0,,0,0,13.7,13,110,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T20:00:00,27,28.8,21,69.74,0,0,,0,0,14,13,100,1014,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T21:00:00,27.7,29.8,21.1,66.99,0,0,,0,0,15.5,13,110,1015,27.6,15.2,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T22:00:00,27,28.8,21,69.74,0,0,,0,0,15.8,9.4,100,1015,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-08T23:00:00,27,29.2,22,74.14,0,0,,0,0,13.3,11.2,90,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T00:00:00,26.9,29,21.7,73.42,0,0,,0,0,13.3,11.2,80,1014,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T01:00:00,27,29.2,22,74.14,0,0,,0,0,12.6,7.6,70,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T02:00:00,27,29.2,22,74.14,0,0,,0,0,10.1,7.6,80,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T03:00:00,26.8,28.9,21.9,74.57,0,0,,0,0,9,9.4,70,1013.1,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T04:00:00,27,29.2,22,74.14,0,0,rain,0,0,6.8,9.4,90,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T05:00:00,27,28.8,21,69.74,0,0,rain,0,0,6.5,11.2,70,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T06:00:00,27.1,29.2,21.8,72.98,0,0,rain,0,0,11.5,7.6,90,1014.2,50,15.2,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T07:00:00,28,30.7,22,69.92,0,0,,0,0,12.6,11.2,90,1014,50,10,221,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T08:00:00,29,32,22,65.98,0,0,rain,0,0,12.6,14.8,100,1015,50,10,486,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T09:00:00,29.2,32.8,22.8,68.61,0,0,rain,0,0,13.7,14.8,100,1015.3,50,15.2,704,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T10:00:00,29,32.8,23,70.11,0,0,rain,0,0,14.4,16.6,100,1015,50,10,869,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T11:00:00,29,32,22,65.98,0,0,,0,0,14.8,14.8,90,1015,89,10,935,3.4,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T12:00:00,29.7,32.4,21.2,60.03,0,0,,0,0,13.7,18.4,110,1014.4,73.5,15.2,998,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T13:00:00,29,32,22,65.98,0,0,,0,0,12.6,16.6,70,1014,50,10,986,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T14:00:00,29,32,22,65.98,0,0,,0,0,13,16.6,90,1013,50,10,871,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T15:00:00,29.7,32.4,21.2,60.03,0,0,,0,0,13.7,16.6,80,1012.5,27.6,15.2,683,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T16:00:00,29,32,22,65.98,0,0,,0,0,15.1,18.4,90,1012,27.6,10,464,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T17:00:00,29,31.4,21,62.06,0,0,,0,0,17.6,14.8,70,1012,27.6,10,225,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-09T18:00:00,27.9,30,21,66.17,0,0,,0,0,21.6,14.8,60,1013.2,17.2,15.2,28,0.1,0,10,Clear,clear-night,"82899099999,SBRF"
52171-900,2023-01-09T19:00:00,28,30.7,22,69.92,0,0,,0,0,22.3,13,70,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T20:00:00,28,30.7,22,69.92,0,0,,0,0,22.7,11.2,70,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T21:00:00,27.2,29.1,21.2,69.76,0,0,,0,0,23.4,11.2,60,1015.1,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T22:00:00,27,29.2,22,74.14,0,0,,0,0,23,13,60,1015,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-09T23:00:00,27,28.8,21,69.74,0,0,,0,0,22.7,11.2,70,1015,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T00:00:00,27.1,29.2,21.7,72.75,0,0,,0,0,20.2,11.2,60,1014.4,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T01:00:00,27,28.8,21,69.74,0,0,rain,0,0,18,11.2,50,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T02:00:00,27,28.8,21,69.74,0,0,rain,0,0,16.2,7.6,60,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T03:00:00,26.9,28.6,20.7,69.05,0,0,rain,0,0,14.8,9.4,60,1014.1,50,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T04:00:00,27,28.8,21,69.74,0,0,rain,0,0,13.7,9.4,60,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T05:00:00,27,28.8,21,69.74,0,0,rain,0,0,12.2,7.6,60,1014,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T06:00:00,26.9,28.7,21.1,70.39,0,0,rain,0,0,14.8,7.6,50,1015,50,15.2,36,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T07:00:00,28,30.1,21,65.77,0,0,,0,0,14.8,9.4,60,1015,50,10,243,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T08:00:00,28,30.1,21,65.77,0,0,,0,0,14.4,11.2,60,1015,50,10,492,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T09:00:00,28.9,31.7,21.8,65.54,0,0,,0,0,15.5,13,60,1015.3,27.6,15.2,715,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T10:00:00,29,32,22,65.98,0,0,,0,0,15.5,11.2,86.8,1015,27.6,10,867,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T11:00:00,30,33.3,22,62.28,0,0,,0,0,16.2,16.6,80,1015,50,10,959,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T12:00:00,29.7,32.1,20.8,58.71,0,0,,0,0,15.8,16.6,70,1014.5,27.6,15.2,1010,3.6,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T13:00:00,30,33.3,22,62.28,0,0,,0,0,15.5,14.8,60,1014,27.6,10,971,3.5,10,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T14:00:00,29,32,22,65.98,0,0,,0,0,14.4,14.8,70,1014,50,10,865,3.1,9,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T15:00:00,29,32,22.1,66.19,0,0,,0,0,14,14.8,70,1013.3,73.5,15.2,695,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T16:00:00,28,30.7,22,69.92,0,0,,0,0,14,16.6,100,1013,89,10,472,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T17:00:00,28,30.7,22,69.92,0,0,,0,0,14.4,13,100,1014,50,10,225,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-10T18:00:00,27.9,30.5,22.1,70.57,0,0,,0,0,18,13,80,1014.1,73.5,15.2,28,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T19:00:00,28,30.7,22,69.92,0,0,,0,0,19.8,13,90,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T20:00:00,28,30.1,21,65.77,0,0,,0,0,20.5,14.8,70,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T21:00:00,27.2,29.4,21.9,73,0,0,,0,0,20.5,13,80,1015.2,73.5,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T22:00:00,27,29.2,22,74.14,0,0,,0,0,20.2,11.2,80,1015,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-10T23:00:00,27,29.2,22,74.14,0,0,,0,0,19.8,9.4,90,1014,61.8,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T00:00:00,26.9,29,21.8,73.65,0,0,,0,0,17.6,11.2,100,1014.2,66.1,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T01:00:00,27,29.2,22,74.14,0,0,,0,0,17.3,11.2,90,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T02:00:00,27,29.2,22,74.14,0,0,rain,0,0,15.5,11.2,110,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T03:00:00,27,29.2,21.9,73.67,0,0,rain,0,0,15.8,11.2,90,1013.3,73.5,5.5,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T04:00:00,27,29.2,22,74.14,0,0,rain,0,0,14.4,9.4,80,1013,89,6,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T05:00:00,25,25,20,73.8,0,0,,0,0,13,13,80,1014,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T06:00:00,25.8,25.8,21.8,78.61,0,0,rain,0,0,18.4,3.6,340,1014.4,89,15.2,36,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T07:00:00,28,30.1,21,65.77,0,0,rain,0,0,18,13,90,1015,89,10,238,0.9,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T08:00:00,28,30.7,22,69.92,0,0,rain,0,0,18,16.6,120,1015,89,9,474,1.7,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T09:00:00,29.9,32.5,21.1,59.12,0.1,100,rain,0,0,18,16.6,110,1016,89,15.2,604,2.2,6,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-11T10:00:00,30,33.3,22,62.28,0,0,rain,0,0,18.4,14.8,110,1015,89,10,680,2.4,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T11:00:00,30,32.6,21,58.58,0,0,rain,0,0,17.6,16.6,110,1015,89,10,817,2.9,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T12:00:00,29.9,33,21.8,61.86,0,0,rain,0,0,16.9,20.5,120,1014.4,73.5,15.2,715,2.6,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T13:00:00,29,31.4,21,62.06,0,0,rain,0,0,16.2,18.4,110,1014,89,10,806,2.9,8,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T14:00:00,29,31.4,21,62.06,0,0,,0,0,15.8,18.4,100,1013,89,10,679,2.4,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T15:00:00,29.7,32.8,21.8,62.42,0,0,rain,0,0,16.6,16.6,130,1013.1,73.5,15.2,507,1.8,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T16:00:00,29,31.4,21,62.06,0,0,rain,0,0,16.2,14.8,130,1013,89,10,277,1,3,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T17:00:00,28,30.1,21,65.77,0,0,,0,0,17.6,16.6,120,1013,89,10,178,0.6,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-11T18:00:00,28,30,20.8,64.94,0,0,,0,0,20.2,14.8,120,1013.2,73.5,15.2,25,0.1,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T19:00:00,28,30.1,21,65.77,0,0,,0,0,20.9,14.8,120,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T20:00:00,27,28.8,21,69.74,0,0,,0,0,21.2,14.8,120,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T21:00:00,27.1,29,21.2,70.19,0.1,100,rain,0,0,21.2,11.2,100,1014.2,89,10,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-11T22:00:00,27,28.8,21,69.74,0,0,,0,0,21.6,13,100,1014,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-11T23:00:00,28,30.7,22,69.92,0,0,,0,0,19.8,11.2,100,1014,89,9,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T00:00:00,27.1,29.2,21.8,72.98,0,0,rain,0,0,17.6,9.4,110,1012.2,65.6,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T01:00:00,27,28.8,21,69.74,0,0,rain,0,0,19.1,13,110,1013,89,9,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T02:00:00,27,28.8,21,69.74,0,0,rain,0,0,18.7,11.2,120,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T03:00:00,26.9,28.7,21.1,70.39,0.1,100,rain,0,0,20.2,13,110,1012.3,65.6,15.2,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-12T04:00:00,27,28.8,21,69.74,0,0,rain,0,0,16.9,11.2,120,1012,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T05:00:00,27,28.8,21,69.74,0,0,rain,0,0,13.7,9.4,100,1013,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T06:00:00,27.2,29,20.9,68.66,0,0,rain,0,0,18,11.2,100,1013.3,50,15.2,33,0.1,0,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T07:00:00,28,30.1,21,65.77,0,0,rain,0,0,18.7,9.4,110,1014,50,10,203,0.7,2,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T08:00:00,28,30.1,21,65.77,0,0,rain,0,0,16.6,13,120,1014,89,10,427,1.5,4,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T09:00:00,28,31.1,22.8,73.38,0,0,,0,0,16.2,9.4,110,1014.3,83.9,15.2,532,1.9,5,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T10:00:00,28,30.7,22,69.92,0,0,,0,0,15.1,11.2,110,1014,89,10,710,2.6,7,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T11:00:00,30,33.3,22,62.28,0,0,,0,0,15.1,14.8,110,1014,50,10,981,3.5,10,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T12:00:00,29.7,32.9,21.9,62.82,0,0,,0,0,14.4,13,100,1013.3,65.6,15.2,1031,3.7,10,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T13:00:00,29,32,22,65.98,0,0,,0,0,14.4,13,100,1013,50,10,992,3.6,10,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T14:00:00,29,32,22,65.98,0,0,,0,0,14.8,16.6,80,1012,50,10,881,3.2,9,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T15:00:00,28.9,31.8,21.9,65.96,0,0,,0,0,14,13,110,1011.9,44.8,15.2,704,2.5,7,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T16:00:00,29,32,22,65.98,0,0,,0,0,14.4,13,90,1011,27.6,10,478,1.7,5,3,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T17:00:00,28,30.1,21,65.77,0,0,,0,0,14.4,14.8,90,1011,27.6,10,230,0.8,2,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-12T18:00:00,27.9,30,21.1,66.38,0,0,,0,0,18,14.8,100,1012.1,17.2,15.2,30,0.1,0,10,Clear,clear-night,"82899099999,SBRF"
52171-900,2023-01-12T19:00:00,28,30.7,22,69.92,0,0,,0,0,19.1,11.2,90,1012,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T20:00:00,27,29.2,22,74.14,0,0,,0,0,21.6,13,110,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T21:00:00,27.2,29.4,22,73.46,0,0,,0,0,22.3,11.2,100,1013.2,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T22:00:00,27,29.2,22,74.14,0,0,,0,0,21.2,11.2,100,1013,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-12T23:00:00,28,30.7,22,69.92,0,0,,0,0,20.2,11.2,90,1013,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T00:00:00,27.2,29.5,22.2,74.16,0,0,,0,0,15.1,13,90,1012.1,73.5,15.2,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T01:00:00,27,29.2,22,74.14,0,0,rain,0,0,13,11.2,100,1012,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T02:00:00,27,29.2,22,74.14,0,0,rain,0,0,14.4,11.2,90,1012,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T03:00:00,27.1,29.2,21.9,73.45,0,0,rain,0,0,18,11.2,90,1011.3,50,15.2,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T04:00:00,27,29.2,22,74.14,0,0,,0,0,17.3,7.6,70,1011,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T05:00:00,27,29.2,22,74.14,0,0,,0,0,13.3,7.6,80,1012,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T06:00:00,27.1,29.4,22.2,74.62,0,0,rain,0,0,14.4,5.4,80,1012.3,73.5,15.2,32,0.1,0,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T07:00:00,28,30.7,22,69.92,0,0,rain,0,0,15.5,9.4,100,1012,50,10,230,0.8,2,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T08:00:00,29,32.8,23,70.11,0,0,,0,0,14.4,13,120,1013,89,10,458,1.6,5,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T09:00:00,29.8,33.2,22.2,63.63,0.3,100,rain,0,0,14.4,13,110,1013.3,50,15.2,693,2.5,7,30,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-13T10:00:00,29,32.8,23,70.11,0,0,,0,0,15.5,13,120,1013,50,10,847,3,8,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T11:00:00,29,32,22,65.98,0,0,rain,0,0,16.6,14.8,100,1013,50,10,980,3.5,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T12:00:00,29.2,33.1,23.2,70.14,0,0,,0,0,15.8,14.8,100,1012.2,44.8,15.2,979,3.5,10,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T13:00:00,30,33.3,22,62.28,0,0,,0,0,15.1,16.6,120,1012,50,10,897,3.2,9,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T14:00:00,30,34.1,23,66.18,0,0,,0,0,15.5,16.6,100,1011,50,10,858,3.1,9,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T15:00:00,29.7,33.7,22.9,66.75,0,0,,0,0,16.6,14.8,100,1011,73.5,15.2,629,2.3,6,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T16:00:00,29,32,22,65.98,0,0,rain,0,0,16.2,16.6,110,1011,89,9,432,1.6,4,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T17:00:00,28,31.3,23,74.3,0,0,,0,0,16.9,11.2,100,1011,89,10,190,0.7,2,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-13T18:00:00,27.8,30.5,22.2,71.45,0,0,,0,0,20.2,11.2,100,1011.1,83.9,15.2,28,0.1,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T19:00:00,28,30.7,22,69.92,0,0,,0,0,21.6,9.4,90,1011,89,9,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T20:00:00,28,30.7,22,69.92,0,0,rain,0,0,23.4,11.2,100,1012,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T21:00:00,27.7,30.2,21.9,70.54,0.2,100,rain,0,0,23.4,13,110,1012.2,50,15.2,0,,0,10,"Rain, Partially cloudy",rain,"82899099999,SBRF"
52171-900,2023-01-13T22:00:00,27,29.2,22,74.14,0,0,,0,0,22.7,11.2,100,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-13T23:00:00,27,29.2,22,74.14,0,0,rain,0,0,23.4,13,110,1012,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-14T00:00:00,27.1,29.2,21.9,73.45,0,0,rain,0,0,22.7,13,90,1011.2,44.8,15.2,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-14T01:00:00,27,29.2,22,74.14,0,0,rain,0,0,24.1,11.2,100,1011,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-14T02:00:00,27,29.2,22,74.14,0,0,rain,0,0,22.3,11.2,110,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-14T03:00:00,27,28.9,21.1,69.96,0,0,,0,0,19.8,13,110,1010.9,44.8,9,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-14T04:00:00,27,29.2,22,74.14,0,0,,0,0,15.8,11.2,100,1011,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-14T05:00:00,27,29.2,22,74.14,0,0,,0,0,13.7,9.4,100,1012,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"82899099999,SBRF"
52171-900,2023-01-14T06:00:00,27.2,29.4,21.8,72.54,0,0,rain,0,0,18,9.4,100,1012.3,44.8,15.2,33,0.1,0,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-14T07:00:00,28,30.7,22,69.92,0,0,rain,0,0,16.9,9.4,100,1013,50,10,226,0.8,2,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-14T08:00:00,28,31.3,23,74.3,0,0,rain,0,0,16.9,9.4,60,1013,50,10,458,1.6,5,10,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
52171-900,2023-01-14T09:00:00,28,31.1,22.8,73.38,0,0,rain,0,0,18.4,13,100,1013.3,73.5,15.2,669,2.4,7,30,Partially cloudy,partly-cloudy-day,"82899099999,SBRF"
